code_ucd;libelle_traitement;type
9274213;ABELCET 5 mg/ml suspension Ö diluer pour perfusion en flacon de 10 ml;
9274242;TALOXA 600 mg/5 ml suspension buvable en flacon polypropyläne de 230 ml;
9274408;REBETOL 40 mg/ml BUV FL100ML;
9274489;FLUCONAZOLE SANDOZ 2 MG/ML 1 Flacon de 100 ml, solution injectable;
9274495;FLUCONAZOLE SANDOZ 2 MG/ML 1 Flacon de 200 ml, solution injectable;
9274503;FLUCONAZOLE SANDOZ 2 MG/ML 1 Flacon de 50 ml, solution injectable;
9181664;INVIRASE 200 mg gÇlule;
9181670;MONONINE 1 000 UI/10 ml poudre et solvant pour solution injectable.;
9181670;MONONINE 1 000 UI/10 ml poudre et solvant pour solution injectable.;
9181687;MONONINE 500 UI/5 ml poudre et solvant pour solution injectable.;
9181687;MONONINE 500 UI/5 ml poudre et solvant pour solution injectable.;
9181753;NOVOSEVEN 120 KUI poudre et solvant pour solution injectable;
9181753;NOVOSEVEN 120 KUI poudre et solvant pour solution injectable;
9206714;INTRONA 18 MUI/1,2 ml solution injectable en stylo multidose + 12 sets d'injection;
9206737;INTRONA 30 M UI solution injectable en stylo multidose;
9206766;INTRONA 60 M UI solution injectable en stylo multidose;
9206921;THYROGEN 0,9 mg poudre pour solution injectable;
9206921;THYROGEN 0,9 mg poudre pour solution injectable;
9208245;CISPLATINE TEVA 1 mg/1 ml solution pour perfusion en flacon de 10 ml;
9208251;CISPLATINE TEVA 1 mg/1 ml solution pour perfusion en flacon de 25 ml;
9227679;CEFTRIAXONE MERCK 2 G Poudre pour solution injectable IV;
9227685;FLUOROURACILE MYLAN 50 MG/ML solution pour perfusion en flacon de 10 ml;
9227691;FLUOROURACILE MYLAN 50 MG/ML solution pour perfusion en flacon de 100 ml;
9227716;FLUOROURACILE MYLAN 50 MG/ML solution pour perfusion en flacon de 20 ml;
9227722;FLUOROURACILE MYLAN 50 MG/ML solution pour perfusion en flacon de 5 ml;
9228555;PAXENE 6 mg/ml solution Ö diluer pour perfusion en flacon 25 ml;
9228561;PAXENE 6 mg/ml solution Ö diluer pour perfusion en flacon 5 ml;
9241886;VIRAFERONPEG 120 mcg poudre et solvant pour solution injectable en stylo prÇrempli;
9241892;VIRAFERONPEG 150 mcg poudre et solvant pour solution injectable en stylo prÇrempli;
9241900;VIRAFERONPEG 50 mcg poudre et solvant pour solution injectable en stylo prÇrempli;
9241917;VIRAFERONPEG 80 mcg poudre et solvant pour solution injectable en stylo prÇrempli;
9242615;ENBREL 25 mg poudre et solvant pour solution injectable;
9242650;CERUBIDINE 20 mg poudre pour solution pour perfusion;
9242911;TRISENOX 1 mg/ml solution Ö diluer pour perfusion en ampoule de 10 ml;
9181776;NOVOSEVEN 240 KUI poudre et solvant pour solution injectable;
9181776;NOVOSEVEN 240 KUI poudre et solvant pour solution injectable;
9181782;NOVOSEVEN 60 KUI poudre et solvant pour solution injectable;
9181782;NOVOSEVEN 60 KUI poudre et solvant pour solution injectable;
9182066;TOMUDEX 2MG INJ FL;
9182184;VESANOID 10 MG capsule;
9182190;GEMZAR 1000 mg lyophilisat pour usage parentÇral (I.V.), en flacon de 50ml;
9208268;CISPLATINE TEVA 1 mg/1 ml solution pour perfusion en flacon de 50 ml;
9208280;ETOPOSIDE TEVA 20 mg/ml solution Ö diluer pour perfusion en flacon de 25 ml;
9208297;ETOPOSIDE TEVA 20 mg/ml solution Ö diluer pour perfusion en flacon de 50 ml;
9208570;REBETOL 200 mg GELU;
9210213;CARBOPLATINE TEVA 10 mg/ml solution pour perfusion en flacon de 15 ml;
9210236;CARBOPLATINE TEVA 10 mg/ml solution pour perfusion en flacon de 45 ml;
9210242;CARBOPLATINE TEVA 10 mg/ml solution pour perfusion en flacon de 5 ml;
9229158;KALETRA solution buvable;
9229483;CAELYX 2 mg/ml Solution Ö diluer pour perfusion, flacon de 25 ml;
9229483;CAELYX 2 mg/ml Solution Ö diluer pour perfusion, flacon de 25 ml;
9231267;PERFALGAN 10MG/ML INJ 100ML, solution pour perfusion;
9231592;PROPYLTHIOURACILE AP-HP 50 mg comprimÇ;
9231669;OCTAGAM 1 G/20 ML solution pour perfusion;
9231669;OCTAGAM 1 G/20 ML solution pour perfusion;
9246524;CARBOPLATINE ARROW 10 mg/ml solution pour perfusion en flacon 15 ml;
9246530;CARBOPLATINE ARROW 10 mg/ml solution pour perfusion en flacon 45 ml;
9246547;CARBOPLATINE ARROW 10 mg/ml solution pour perfusion en flacon 5 ml;
9246553;CARBOPLATINE ARROW 10 mg/ml solution pour perfusion en flacon 60 ml;
9246642;HEPSERA 10 mg comprimÇ;
9246725;ZAVESCA 100 mg gÇlule;
9247191;FLUOROURACILE ARROW 50 mg/ml solution pour perfusion en flacon de 10 ml;
9182209;GEMZAR 200 mg lyophilisat pour usage parentÇral (IV), en flacon de 10ml;
9182480;FARMORUBICINE 200 mg/ 100ml solution injectable pour perfusion en flacon verre;
9182824;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (10 ml);
9182824;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (10 ml);
9182830;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (200 ml);
9182830;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (200 ml);
9182847;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (50 ml);
9210845;VENTOLINE NEBULE 5 MG/1 ML Solution pour inhalation, flacon compte-gouttes de 10 ml;
9211359;ZIAGEN 300 mg comprimÇ pelliculÇ;
9211371;ACLOTINE 100 UI/ml 10 ml poudre et solvant pour solution injectable;
9211371;ACLOTINE 100 UI/ml 10 ml poudre et solvant pour solution injectable;
9211388;ACLOTINE 100 UI/ml 5 ml poudre et solvant pour solution injectable;
9211388;ACLOTINE 100 UI/ml 5 ml poudre et solvant pour solution injectable;
9212011;SUSTIVA 100 mg gÇlule;
9231735;CEFTRIAXONE AGUETTANT 2 G Poudre pour solution pour perfusion;
9231818;CEPROTIN 1000UI/10ML INJ F+F;
9231818;CEPROTIN 1000UI/10ML INJ F+F;
9231824;CEPROTIN 500 UI/5 ML INJ FL+FL;
9231824;CEPROTIN 500 UI/5 ML INJ FL+FL;
9232120;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (10 ml);
9232120;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (10 ml);
9247216;FLUOROURACILE ARROW 50 mg/ml solution pour perfusion en flacon de 100 ml;
9247222;FLUOROURACILE ARROW 50 mg/ml solution pour perfusion en flacon de 20 ml;
9247239;FLUOROURACILE ARROW 50 mg/ml solution pour perfusion en flacon de 5 ml;
9247297;GONAL F 1050UI/1,75ML PDR INJ;
9247328;GONAL F 75UI/1ML PDR INJ;
9247357;FUZEON 90 mg/ml poudre et solvant pour solution injectable;
9247682;NALBUPHINE AGUETTANT 20 MG/2 ML Solution injectable en ampoule;
9182847;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (50 ml);
9182853;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (100 ml);
9182853;TEGELINE 50 MG/ML poudre et solvant pour solution pour perfusion (100 ml);
9183195;EPIVIR 10 mg/ml solution buvable en flacon 240 ml;
9183203;EPIVIR 150 mg comprimÇ pelliculÇ;
9183947;ORGARAN 750 UI anti Xa/0,6 ml, solution injectable en ampoule;
9183976;NORVIR 80 mg/ml solution buvable;
9212028;SUSTIVA 50 mg gÇlule;
9212264;GLIADEL 7,7 mg implant en sachet;
9212436;CEFOXITINE PANPHARMA 1 g poudre pour solution injectable (IV);
9212442;CEFOXITINE PANPHARMA 2 g poudre pour solution injectable (IV);
9212488;OCTAGAM 5 G/100 ML solution pour perfusion;
9212488;OCTAGAM 5 G/100 ML solution pour perfusion;
9212494;OCTAGAM 10 G/200 ML solution pour perfusion;
9232137;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (20 ml);
9232137;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (20 ml);
9232143;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (5 ml);
9232143;BETAFACT 50 UI/ml poudre et solvant pour solution injectable (5 ml);
9232309;AMMONAPS 500 mg CPR;
9232309;AMMONAPS 500 mg CPR;
9232315;AMMONAPS 940 mg/g BUV FL266G;
9248144;OCTAFIX 100 UI/ml poudre et solvant pour solution injectable en flacon de 10 ml;
9248144;OCTAFIX 100 UI/ml poudre et solvant pour solution injectable en flacon de 10 ml;
9248150;OCTAFIX 100 UI/ml poudre et solvant pour solution injectable en flacon de 5 ml;
9248150;OCTAFIX 100 UI/ml poudre et solvant pour solution injectable en flacon de 5 ml;
9249089;CANCIDAS 50 mg poudre pour solution Ö diluer pour perfusion;
9249089;CANCIDAS 50 mg poudre pour solution Ö diluer pour perfusion;
9249095;CANCIDAS 50 mg Poudre pour solution pour perfusion + 1 systäme de transfert;
9184467;DAUNOXOME 2 MG/ML Liposome pour injection, flacon de 50 ml;
9184711;VEPESIDE 50 mg/2,5 ml solution injectable pour perfusion;
9184881;FLOLAN 0,5 mg poudre et solvant pour solution injectable;
9184906;LANVIS 40 MG comprimÇ sÇcable;
9185314;LEDERMYCINE 150 MG GÇlule;
9185923;VIDEX 4 g poudre pour solution buvable en flacon;
9185946;ZERIT 200 mg 1 mg/ml poudre pour solution buvable;
9212494;OCTAGAM 10 G/200 ML solution pour perfusion;
9212502;OCTAGAM 2,5 G/50 ML solution pour perfusion;
9212502;OCTAGAM 2,5 G/50 ML solution pour perfusion;
9212525;ZEFFIX 100 mg comprimÇ pelliculÇ;
9212531;ZEFFIX 5 mg/ml solution buvable en flacon de 240 ml;
9212548;ZIAGEN 20 mg/ml solution buvable;
9213737;REMICADE 100 mg poudre pour solution Ö diluer pour perfusion en flacon de 20 ml;
9232315;AMMONAPS 940 mg/g BUV FL266G;
9233208;IVHEBEX 5000 UI/100 ml poudre et solvant pour solution pour perfusion;
9233208;IVHEBEX 5000 UI/100 ml poudre et solvant pour solution pour perfusion;
9233214;PROLEUKIN 18 MILLIONS UI poudre pour solution injectable;
9233473;METHOTREXATE MERCK 2,5 MG/ML Solution injectable;
9233533;ZYVOXID 600 mg CPR;
9233622;METHOTREXATE MERCK 50 MG/2 ML Solution injectable;
9249103;CANCIDAS 70 mg poudre pour solution Ö diluer pour perfusion;
9249103;CANCIDAS 70 mg poudre pour solution Ö diluer pour perfusion;
9249907;ALDURAZYME 100 U/ml solution pour perfusion;
9250187;COPEGUS 200 mg comprimÇ pelliculÇ;
9250572;INVANZ 1 g poudre pour solution Ö diluer pour perfusion;
9251092;HUMIRA 40 mg solution injectable en seringue prÇremplie de 0,8 ml;
9251235;YTRACIS solution de chlorure d'Yttrium (90 Y) 1,850 GBq/ml prÇcurseur radiopharmaceutique flacon verre 2 ml (B/1);
9186437;ETOPOSIDE TEVA 20 mg/ml solution Ö diluer pour perfusion en flacon de 5 ml;
9186443;ETOPOSIDE TEVA 20 mg/ml solution Ö diluer pour perfusion en flacon de 10 ml;
9187023;HYCAMTIN 4 mg poudre pour solution Ö diluer pour perfusion (flacon 5 ml);
9187939;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 100 ML;
9187945;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 200 ML;
9191527;FLUOROURACILE SERB 1000 mg/20 ml solution injectable pour perfusion en flacon;
9191533;FLUOROURACILE SERB 250 mg/5 ml solution injectable pour perfusion en flacon;
9213743;SYNAGIS 100 mg poudre et solvant pour solution injectable;
9213766;SYNAGIS 50 mg poudre et solvant pour solution injectable;
9213795;PUREGON 50 UI SOL INJ;
9216925;FLUOROURACILE DAKOTA 50 mg/ml solution Ö diluer pour perfusion en flacon de 100 ml;
9217362;VIDEX 125 mg gÇlule gastro-rÇsistante;
9217379;VIDEX 200 mg gÇlule gastro-rÇsistante;
9217385;VIDEX 250 mg gÇlules gastro-rÇsistante;
9233697;MYOCET 50 mg Poudre et prÇ-mÇlanges pour solution Ö diluer pour dispersion liposomale pour perfusion en flacons;
9233697;MYOCET 50 mg Poudre et prÇ-mÇlanges pour solution Ö diluer pour dispersion liposomale pour perfusion en flacons;
9234047;PROTEXEL 50 UI/ml poudre et solvant pour solution injectable;
9234047;PROTEXEL 50 UI/ml poudre et solvant pour solution injectable;
9234053;CARBAGLU 200 mg comprimÇ dispersible;
9234053;CARBAGLU 200 mg comprimÇ dispersible;
9235058;FABRAZYME 35 mg poudre pour solution Ö diluer pour perfusion;
9251270;DOXORUBICINE G GAM 10 mg/5 ml solution injectable pour perfusion;
9251287;DOXORUBICINE G GAM 2 MG/ML solution injectable pour perfusion en flacon de 25 ml;
9251399;ZYVOXID 100 mg/5 ml granulÇs pour suspension buvable;
9253381;BUSILVEX 6 mg/ml solution Ö diluer pour perfusion en ampoule de 10 ml;
9255463;WILFACTIN 100 UI/ML INJ FL+FL;
9255463;WILFACTIN 100 UI/ML INJ FL+FL;
9255486;WILSTART 100 UI/ML INJ FL+FL;
9191556;FLUOROURACILE SERB 500 mg/10 ml solution injectable pour perfusion en flacon;
9192107;FLUOROURACILE DAKOTA 50 mg/ml solution Ö diluer pour perfusion en flacon de 20 ml;
9192113;FLUOROURACILE DAKOTA 50 mg/ml solution Ö diluer pour perfusion en flacon de 5 ml;
9192136;FLUOROURACILE DAKOTA 50 mg/ml solution Ö diluer pour perfusion en flacon de 10 ml;
9192432;RETROVIR 300 mg comprimÇ;
9194460;CAELYX 2 mg/ml Solution Ö diluer pour perfusion, flacon de 10 ml;
9194460;CAELYX 2 mg/ml Solution Ö diluer pour perfusion, flacon de 10 ml;
9217391;VIDEX 400 mg gÇlule gastro-rÇsistante;
9217592;CISPLATINE MYLAN 10 MG/10 ML solution Ö diluer pour perfusion en flacon de 10 ml;
9217600;CISPLATINE MYLAN 25 MG/25 ML solution Ö diluer pour perfusion en flacon de 25 ml;
9217617;CISPLATINE MYLAN 1 MG/ML solution Ö diluer pour perfusion en flacon de 50 ml;
9217741;SOLUMEDROL 1 G Poudre et solvant pour solution injectable;
9218203;CEFOTAXIME MERCK 1 G Poudre pour solution injectable;
9218226;CEFOTAXIME MERCK 2 G Poudre pour solution injectable;
9235058;FABRAZYME 35 mg poudre pour solution Ö diluer pour perfusion;
9236247;VIREAD 245 mg comprimÇ pelliculÇ;
9236891;CRIXIVAN 100 mg gÇlule;
9237413;PUREGON 300 UI SOL INJ CART;
9237838;PUREGON 600 UI SOL INJ CART;
9238861;REPLAGAL 1 mg/ml PERF FL3,5ML;
9238861;REPLAGAL 1 mg/ml PERF FL3,5ML;
9255486;WILSTART 100 UI/ML INJ FL+FL;
9255724;COSMEGEN 0,5 mg poudre pour solution injectable;
9256221;EMTRIVA 10 mg/ml solution buvable en flacon de 170 ml;
9256238;EMTRIVA 200 mg gÇlule;
9256818;CARBOPLATINE SANDOZ 10 MG/ML solution pour perfusion en flacon de 15 ml;
9256824;CARBOPLATINE SANDOZ 10 MG/ML solution pour perfusion en flacon de 45 ml;
9256830;CARBOPLATINE SANDOZ 10 MG/ML solution pour perfusion en flacon de 5 ml;
9194796;UROMITEXAN 400 mg comprimÇ pelliculÇ sÇcable;
9194804;UROMITEXAN 600 mg comprimÇ;
9194856;AMIKACINE AGUETTANT 250 MG Poudre pour solution injectable;
9194862;AMIKACINE AGUETTANT 500 MG Poudre pour solution injectable;
9195726;ETOPOSIDE MYLAN 20 MG/ML solution Ö diluer pour perfusion en flacon de 5 ml;
9195732;VANCOMYCINE MYLAN 1 G poudre pour solution pour perfusion;
9195749;VANCOMYCINE MYLAN 500 MG poudre pour solution pour perfusion (IV) en flacon;
9218232;CEFOTAXIME MERCK 500 MG Poudre pour solution injectable;
9218261;AMBISOME 50 mg poudre pour suspension de liposomes pour perfusion en flacon de 15 ml;
9218261;AMBISOME 50 mg poudre pour suspension de liposomes pour perfusion en flacon de 15 ml;
9218605;CARBOPLATINE MYLAN 10 MG/ML solution pour perfusion en flacon de 15 ml;
9218611;CARBOPLATINE MYLAN 10 MG/ML solution pour perfusion en flacon de 45 ml;
9218628;CARBOPLATINE MYLAN 10 MG/ML solution pour perfusion en flacon de 5 ml;
9219390;ETHYOL 50 mg/ml poudre pour solution pour perfusion en flacon de 375 mg;
9239116;FASTURTEC 1,5 mg/ml poudre et solvant pour solution Ö diluer pour perfusion en flacon de 1,5 mg+ ampoule de 1 ml;
9239145;CARBOPLATINE WINTHROP 10 MG/ML solution pour perfusion en flacon de 15 ml;
9239151;CARBOPLATINE WINTHROP 10 MG/ML solution pour perfusion en flacon de 45 ml;
9239168;CARBOPLATINE WINTHROP 10 MG/ML solution pour perfusion en flacon de 5 ml;
9239228;EPIVIR 300 mg comprimÇ pelliculÇ;
9239381;FASTURTEC 1,5 mg/ml poudre et solvant pour solution Ö diluer pour perfusion en flacon de 7,5 mg+ ampoule de 5 ml;
9239429;SALBUTAMOL MERCK 5 MG/5 ML Solution pour perfusion;
9256965;VENTAVIS 10 mcg/ml solution pour inhalation par nÇbuliseur en ampoule de2 ml;
9256965;VENTAVIS 10 mcg/ml solution pour inhalation par nÇbuliseur en ampoule de2 ml;
9257031;GLUCONATE DE CALCIUM 10 P. 100 AGUETTANT Solution injectable en ampoule;
9257315;FLUOROURACILE DAKOTA 50 mg/ml solution Ö diluer pour perfusion en flacon de 200 ml;
9257806;ROFERON-A 18 M UI/0,5 ml solution injectable en seringue prÇremplie;
9258088;ADVATE 1000 UI poudre et solvant pour solution injectable;
9258094;ADVATE 1500 UI poudre et solvant pour solution injectable;
9196163;FLUOROURACILE TEVA 50 mg/ml solution pour perfusion en flacon de 20 ml;
9196186;FLUOROURACILE TEVA 50 mg/ ml solution pour perfusion en flacon de 5 ml;
9196192;FLUOROURACILE TEVA 50 mg/ml solution pour perfusion en flacon de 10 ml;
9196200;FLUOROURACILE TEVA 50 mg/ml solution pour perfusion en flacon de 100 ml;
9196246;ABELCET 5 mg/ml suspension Ö diluer pour perfusion en flacon de 20 ml;
9196246;ABELCET 5 mg/ml suspension Ö diluer pour perfusion en flacon de 20 ml;
9196424;VIRACEPT 50 mg/g poudre orale en flacon de 144g;
9219740;CEREZYME 400 U poudre pour solution Ö diluer pour perfusion;
9219740;CEREZYME 400 U poudre pour solution Ö diluer pour perfusion;
9220097;HERCEPTIN 150 mg poudre pour solution Ö diluer pour perfusion;
9220097;HERCEPTIN 150 mg poudre pour solution Ö diluer pour perfusion;
9220275;CISPLATINE TEVA 1 mg/1 ml solution pour perfusion en flacon de 100 ml;
9220306;FERRIPROX 500 mg CPR;
9220861;ROFERON-A 3 M UI/0,5 ml solution injectable en seringue prÇremplie de 0,5 ml;
9239501;CYSTADANE 1 G 1 Flacon de 180 g, poudre orale;
9239642;PERFALGAN 10MG/ML INJ 50ML, solution pour perfusion;
9239671;CISPLATINE DAKOTA PHARM 1 mg/ml solution injectable en flacon de 25 ml;
9239754;PANRETIN 0,1 P. 100 gel en tube de 60 g;
9240013;TRACLEER 125 mg comprimÇ pelliculÇ;
9240036;TRACLEER 62,5 mg comprimÇ pelliculÇ;
9240125;VFEND 200 mg poudre pour solution pour perfusion;
9382032;DOCETAXEL TEVA 20 MG/ML solution Ö diluer pour perfusion en flacon de 7 ml;
9382084;ALFALASTIN 33,33 MG/ML poudre et solvant pour solution injectable, poudre en flacon + 120 ml de solvant en flacon avec un systäme de transfert muni;
9382173;POMALIDOMIDE CELGENE 4 mg, gÇlule;
9382196;POMALIDOMIDE CELGENE 1 mg, gÇlule;
9382227;PARACETAMOL ARW10MG/ML 100ML, solution pour perfusion;
9382351;CINRYZE 500 UI INJ FL + FL;
9382351;CINRYZE 500 UI INJ FL + FL;
9390899;DOCETAXEL PFIZER 10 MG/ML solution Ö diluer pour perfusion en flacon de 2 ml;
9390907;DOCETAXEL PFIZER 10 MG/ML solution Ö diluer pour perfusion en flacon de 20 ml;
9390913;DOCETAXEL PFIZER 10 MG/ML solution Ö diluer pour perfusion en flacon de 8 ml;
9391025;PREZISTA 800 MG ComprimÇ pelliculÇ;
9391048;ENBREL 10 MG poudre et solvant pour solution injectable pour usage pÇdiatrique;
9391077;ISENTRESS 100 MG comprimÇ Ö croquer;
9391083;ISENTRESS 25 MG comprimÇ Ö croquer;
9350925;GEMCITABINE ACTAVIS 40 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;
9350931;GEMCITABINE ACTAVIS 40 MG/ML solution Ö diluer pour perfusion en flacon de 5 ml;
9350948;GEMCITABINE ACTAVIS 40 MG/ML solution Ö diluer pour perfusion en flacon de 50 ml;
9351103;LAMIVUDINE TBV 150MG CPR;
9351126;LAMIVUDINE TBV 300MG CPR;
9351451;RIBAVIRINE TEVA PHARMA BV 200 MG comprimÇ pelliculÇ;
9351505;ROPIVACAINE SANDOZ 2 MG/ML solution pour perfusion en poche polypropyläne de 100 ml;
9363299;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon en verre de 5 ml;
9363307;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon en verre de 50 ml;
9364270;IRINOTECAN ACTAVIS 20 MG/ML solution Ö diluer pour perfusion en flacon de 15 ml;
9364519;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyolÇfine suremballÇe de 100 ml;
9364525;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyolÇfine suremballÇe de 200 ml;
9364790;CISPLATINE ACCORD 1 MG/ML solution injectable en flacon de 100 ml;
9365080;IDARUBICINE TEVA 1 MG/ML Solution Ö diluer pour perfusion, flacon de 10 ml;
9382405;POMALIDOMIDE CELGENE 2 mg, gÇlule;
9391344;ADCETRIS 50 MG poudre pour solution Ö diluer pour perfusion;
9391344;ADCETRIS 50 MG poudre pour solution Ö diluer pour perfusion;
9391410;NEVIRAPINE MYLAN 200 MG comprimÇ;
9392059;GEMCITABINE KABI 40 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;
9392065;GEMCITABINE KABI 40 MG/ML, solution Ö diluer pour perfusion en flacon de 5 ml;
9392071;GEMCITABINE KABI 40 MG/ML, solution Ö diluer pour perfusion en flacon de 50 ml;
9391108;LAMI/ZID.SDZ150/300MG CPR;
9392326;HIZENTRA 200 MG/ML, solution injectable sous-cutanÇe en flacon de 50 ml;
9392467;PARACET.KBI10MG/ML PFS 100ML, solution pour perfusion;
9392510;CARBOPLATINE KABI 10 MG/ML EN FLACON DE 15 ML, SOLUTION A DILUER POUR PERFUSION;
9392527;CARBOPLATINE KABI 10 MG/ML EN FLACON DE 45 ML, SOLUTION A DILUER POUR PERFUSION;
9392533;CARBOPLATINE KABI 10 MG/ML EN FLACON DE 5 ML, SOLUTION A DILUER POUR PERFUSION;
9392556;CARBOPLATINE KABI 10 MG/ML EN FLACON DE 60 ML, SOLUTION A DILUER POUR PERFUSION;
9351511;ROPIVACAINE SANDOZ 2 MG/ML solution pour perfusion en poche polypropyläne de 200 ml;
9351586;TEMOZOLOMIDE ACC 100 MG GÇlu;
9351592;TEMOZOLOMIDE ACC 140 MG GÇlu;
9351600;TEMOZOLOMIDE ACC 180 MG GÇlu;
9351617;TEMOZOLOMIDE ACC 20 MG GÇlu;
9351623;TEMOZOLOMIDE ACC 250 MG GÇlu;
9351646;TEMOZOLOMIDE ACC 5 MG GÇlu;
9365097;IDARUBICINE TEVA 1 MG/ML Solution Ö diluer pour perfusion, flacon de 5 ml;
9365401;FER TEVA PHARMA 100 MG/5 ML Solution injectable (IV);
9365499;TOPOTECAN MYLAN 1MG/ML Solution Ö diluer pour perfusion en flacon de 1 ml;
9365507;TOPOTECAN MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml;
9365513;TOPOTECAN MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 4 ml;
9365536;OXALIPLATIN. ACC 5MG/ML 40ML solution Ö diluer pour perfusion en flacon de 40 ml;
9365625;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;
9392326;HIZENTRA 200 MG/ML, solution injectable sous-cutanÇe en flacon de 50 ml;
9393461;PREZISTA 100 MG/ML suspension buvable en flacon de 200 ml;
9393544;VIREAD 123 MG comprimÇ pelliculÇ;
9393550;VIREAD 163 MG comprimÇ pelliculÇ;
9393567;VIREAD 204 MG comprimÇ pelliculÇ;
9393573;VIREAD 33 MG/G granulÇs;
9394615;WILFACTIN 100 UI/ML FL+FL20ML;
9393455;STRIBILD 150 MG, 150 MG, 200 MG, 245 MG comprimÇ pelliculÇ;
9394621;WILFACTIN 100 UI/ML FL+FL5ML;
9394621;WILFACTIN 100 UI/ML FL+FL5ML;
9394905;CONFIDEX 1 000 UI poudre et solvant pour solution injectable;
9394905;CONFIDEX 1 000 UI poudre et solvant pour solution injectable;
9394940;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 10 ml;
9394940;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 10 ml;
9351698;GEMCITABINE MYLAN 40 MG/ML Flacon de 25 ml, solution Ö diluer pour perfusion;
9351706;GEMCITABINE MYLAN 40 MG/ML Flacon de 5 ml, solution Ö diluer pour perfusion;
9351712;GEMCITABINE MYLAN 40 MG/ML Flacon de 50 ml, solution Ö diluer pour perfusion;
9351758;OXALIPLATINE EG 5MG/ML 100MG poudre pour solution pour perfusion en flacon de 100 mg;
9351770;OXALIPLATINE EG 5MG/ML 50MG poudre pour solution pour perfusion en flacon de 50 mg;
9351787;STELARA 45 MG INJ SRG0,5ML;
9351793;STELARA 90 MG INJ SRG 1 ML;
9365625;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;
9365950;JEVTANA 60 MG/ML solution Ö diluer pour perfusion;
9366116;NORVIR 80 MG/ML solution buvable en flacon de 90 ml, boåte de 1 flacon + 1 seringue doseuse;
9366441;PACLITAXEL KABI 6 MG/ML Solution Ö diluer pour perfusion en flacon de 100 ml;
9366458;PACLITAXEL KABI 6 MG/ML Solution Ö diluer pour perfusion en flacon de 25 ml;
9366636;DOCETAXEL ACTAVIS 20 MG/ML solution Ö diluer pour perfusion, flacon de 1 ml;
9366642;DOCETAXEL ACTAVIS 20 MG/ML solution Ö diluer pour perfusion, flacon de 4 ml;
9394615;WILFACTIN 100 UI/ML FL+FL20ML;
9394957;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;
9394992;ZALTRAP 25 MG/ML solution Ö diluer pour perfusion en flacon de 4 ml;
9395000;ZALTRAP 25 MG/ML solution Ö diluer pour perfusion en flacon de 8 ml;
9395106;PERJETA 420 MG solution Ö diluer pour perfusion;
9395112;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;
9395112;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 400 ml;
9394957;FACTANE 200 UI/ML poudre et solvant pour solution injectable en flacon de 5 ml;
9398866;TIVICAY 50 MG comprimÇ pelliculÇ;
9399216;RAXONE 150 MG comprimÇ pelliculÇ;
9399794;PARACET.PAN10MG/ML FV 10ML, solution pour perfusion;
9399877;VELETRI 0,5 MG poudre et solvant pour solution pour perfusion;
9399883;VELETRI 1,5 MG poudre et solvant pour solution pour perfusion;
9399995;ARIKAYCE 590MG INHAL NEB FL;
9351818;DOCETAXEL HOSPIRA 10MG/ML Solution Ö diluer pour perfusion en flacon de 16 ml;
9351824;DOCETAXEL HOSPIRA 10 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml;
9351830;DOCETAXEL HOSPIRA 10 MG/ML Solution Ö diluer pour perfusion en flacon de 8 ml;
9352410;NORVIR 100 MG ComprimÇ pelliculÇ;
9352516;KIOVIG 100 MG/ML INJ FL300ML;
9352516;KIOVIG 100 MG/ML INJ FL300ML;
9352568;TEMOMEDAC 100 MG GÇlu;
