CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9000567;R;MICAFUNGINE OHR 50MG PERF FL;2021-02-06;;;OHRE PHARMA;2021-03-11;2021-02-06;159.6;162.95;N;22.0;2021-02-06;65.0;;;2021-02-06;1.16;1.16;1.16;1.16;;;;;MICAFUNGINE OHR 50MG PERF FL;;D;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J02AX05;MICAFUNGINE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9000567;T;MICAFUNGINE OHR 50MG PERF FL;2021-02-06;;;OHRE PHARMA;2021-03-11;2021-02-06;159.6;162.95;;;;;;;2021-02-06;1.16;1.16;1.16;1.16;2021-02-06;;2021-02-06;;MICAFUNGINE OHR 50MG PERF FL;;D;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J02AX05;MICAFUNGINE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9000602;R;PIQRAY 200MG CPR;2020-10-27;2021-10-26;RADIATION;NOVARTIS PHARMA S.A.S.;2021-04-12;2020-10-27;;;O;22.0;2020-10-27;100.0;;;2020-10-27;1.16;1.16;1.16;1.16;;;;;PIQRAY 200MG CPR;;S;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01EM03;ALPELISIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;O;N;N;N
9000603;R;PIQRAY 250MG (200+50) CPR;2020-10-27;2021-10-26;RADIATION;NOVARTIS PHARMA S.A.S.;2021-04-12;2020-10-27;;;O;22.0;2020-10-27;100.0;;;2020-10-27;1.16;1.16;1.16;1.16;;;;;PIQRAY 250MG (200+50) CPR;;S;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01EM03;ALPELISIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;O;N;N;N
9000612;T;CABAZITAXEL TVS 10MG/ML 6ML;2021-01-23;;;TEVA SANTE;2021-06-22;2021-06-22;3690.0;3767.49;;;;;;;2021-01-23;1.16;1.16;1.16;1.16;2021-01-23;;2021-01-23;;CABAZITAXEL TVS 10MG/ML 6ML;;S;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD04;CABAZITAXEL;L01C2;ANTICANCêREUX TAXANES;O;N;N;O;N
9001156;T;INTRATECT 100 G/L solution pour perfusion en flacon de 50 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;275.0;280.78;;;;;;;2021-02-01;1.16;1.16;1.16;1.16;2021-02-01;;2021-02-01;;INTRATECT 100 G/L solution pour perfusion en flacon de 50 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001157;R;INTRATECT 50 G/L solution pour perfusion en flacon de 100 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;275.0;280.78;N;22.0;2021-02-01;100.0;;;2021-02-01;1.16;1.16;1.16;1.16;;;;;INTRATECT 50 G/L solution pour perfusion en flacon de 100 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001157;T;INTRATECT 50 G/L solution pour perfusion en flacon de 100 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;275.0;280.78;;;;;;;2021-02-01;1.16;1.16;1.16;1.16;2021-02-01;;2021-02-01;;INTRATECT 50 G/L solution pour perfusion en flacon de 100 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001158;R;INTRATECT 50 G/L SOLUTION POUR PERFUSION EN FLACON DE 20 ML;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;55.0;56.16;N;22.0;2021-02-01;100.0;;;2021-02-01;1.16;1.16;1.16;1.16;;;;;INTRATECT 50 G/L SOLUTION POUR PERFUSION EN FLACON DE 20 ML;;;;;;;;;;;;;;;;;;
9001158;T;INTRATECT 50 G/L SOLUTION POUR PERFUSION EN FLACON DE 20 ML;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;55.0;56.16;;;;;;;2021-02-01;1.16;1.16;1.16;1.16;2021-02-01;;2021-02-01;;INTRATECT 50 G/L SOLUTION POUR PERFUSION EN FLACON DE 20 ML;;;;;;;;;;;;;;;;;;
9001160;R;INTRATECT 50 G/L solution pour perfusion en flacon de 200 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;550.0;561.55;N;22.0;2021-02-01;100.0;;;2021-02-01;1.16;1.16;1.16;1.16;;;;;INTRATECT 50 G/L solution pour perfusion en flacon de 200 ml;;NC;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001160;T;INTRATECT 50 G/L solution pour perfusion en flacon de 200 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;550.0;561.55;;;;;;;2021-02-01;1.16;1.16;1.16;1.16;2021-02-01;;2021-02-01;;INTRATECT 50 G/L solution pour perfusion en flacon de 200 ml;;NC;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001161;R;INTRATECT 50 G/L solution pour perfusion en flacon de 50 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;137.5;140.39;N;22.0;2021-02-01;100.0;;;2021-02-01;1.16;1.16;1.16;1.16;;;;;INTRATECT 50 G/L solution pour perfusion en flacon de 50 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9124494;R;VEPESIDE 100 mg/5 ml solution injectable pour perfusion;2005-05-11;;;GENOPHARM;2009-04-29;2010-01-01;4.0;4.08;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;VEPESIDE 100 mg/5 ml solution injectable pour perfusion;;S;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01CB01;ETOPOSIDE;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;N;O;N;O;O
9137189;R;NAVELBINE 50 mg/5 ml solution injectable en flacon;2005-05-11;2021-09-28;RADIATION;PIERRE FABRE MEDICAMENT;2021-09-28;2010-01-01;103.0;105.16;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;NAVELBINE 50 mg/5 ml solution injectable en flacon;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01CA04;VINORELBINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;N;O;N;O;N
9137551;R;MINIRIN 4 mg/ml solution injectable en ampoule;2005-12-31;;;FERRING SAS;2009-04-29;2010-01-01;8.0;8.17;N;22.0;2005-12-31;65.0;;;2005-12-31;1.16;1.16;1.16;1.16;;;;;MINIRIN 4 mg/ml solution injectable en ampoule;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;H01BA02;DESMOPRESSINE;H04D;HORMONES ANTIDIURETIQUES;N;N;N;N;N
9137580;R;MUPHORAN poudre et solution pour usage parentÇral Ö diluer (perfusion);2011-02-10;2021-09-28;RADIATION;LES LABORATOIRES SERVIER;2021-09-28;2011-02-10;501.56;512.09;N;22.0;2011-02-10;100.0;2011-02-10;;2011-02-10;1.16;1.16;1.16;1.16;;;;;MUPHORAN poudre et solution pour usage parentÇral Ö diluer (perfusion);;D;44;POUDRE;567;POUDRE ET SOL POUR USAGE PARENTERAL;;;;L01AD05;FOTEMUSTINE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9143793;R;PREPULSID ENFANTS ET NOURRISSONS 1 mg/ml (cisapride) suspension buvable en flacon de 100 ml;2007-01-17;;;JANSSEN-CILAG SA;2011-04-06;2010-01-01;3.65;3.73;N;22.0;2011-05-02;30.0;;;2007-01-17;1.16;1.16;1.16;1.16;;;;;PREPULSID ENFANTS ET NOURRISSONS 1 mg/ml (cisapride) suspension buvable en flacon de 100 ml;;S;50;SUSPENSION;284;SUSPENSION BUVABLE;;;;A03FA02;CISAPRIDE;A03F;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;N;O;N;O;O
9144321;R;TRIFLUCAN 2 mg/ml solution pour perfusion en flacon de 100 ml;2006-09-22;;;PFIZER PFE FRANCE;2018-11-13;2019-01-01;7.92;8.09;N;22.0;2006-09-22;65.0;;;2006-09-22;1.16;1.16;1.16;1.16;;;;;TRIFLUCAN 2 mg/ml solution pour perfusion en flacon de 100 ml;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9144338;R;TRIFLUCAN 2 mg/ml solution pour perfusion en flacon de 50 ml;2006-09-22;;;PFIZER PFE FRANCE;2018-11-13;2019-01-01;3.52;3.59;N;22.0;2006-09-22;65.0;;;2006-09-22;1.16;1.16;1.16;1.16;;;;;TRIFLUCAN 2 mg/ml solution pour perfusion en flacon de 50 ml;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9137172;R;NAVELBINE 10 mg/1 ml solution injectable en flacon;2005-05-11;2021-09-28;RADIATION;PIERRE FABRE MEDICAMENT;2021-09-28;2010-01-01;22.0;22.46;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;NAVELBINE 10 mg/1 ml solution injectable en flacon;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01CA04;VINORELBINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;N;O;N;O;N
9145349;R;FARMORUBICINE 10 mg/5 ml solution injectable pour perfusion en flacon verre;2005-12-31;;;PFIZER;2021-03-23;2021-04-01;8.1;8.27;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;FARMORUBICINE 10 mg/5 ml solution injectable pour perfusion en flacon verre;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9145355;R;FARMORUBICINE 20 mg/10 ml solution injectable pour perfusion en flacon verre;2005-12-31;;;PFIZER;2021-03-23;2021-04-01;15.75;16.08;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;FARMORUBICINE 20 mg/10 ml solution injectable pour perfusion en flacon verre;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9145361;R;FARMORUBICINE 50 mg lyophilisat pour usage parentÇral;2005-12-31;2021-09-28;RADIATION;PFIZER;2021-09-28;2021-04-01;39.6;40.43;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;FARMORUBICINE 50 mg lyophilisat pour usage parentÇral;;D;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9145378;R;FARMORUBICINE 50 mg/25 ml solution injectable pour perfusion en flacon verre;2005-12-31;;;PFIZER;2021-03-23;2021-04-01;39.6;40.43;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;FARMORUBICINE 50 mg/25 ml solution injectable pour perfusion en flacon verre;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9145444;R;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 10 MG lyophilisat pour usage parentÇral en flacon;2005-12-31;2021-09-28;RADIATION;DAKOTA PHARM;2021-09-28;2010-01-01;4.0;4.08;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 10 MG lyophilisat pour usage parentÇral en flacon;;S;44;POUDRE;522;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145450;R;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 50 MG lyophilisat pour usage parentÇral en flacon;2005-12-31;2021-09-28;RADIATION;DAKOTA PHARM;2021-09-28;2010-01-01;14.0;14.29;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 50 MG lyophilisat pour usage parentÇral en flacon;;S;44;POUDRE;522;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9000615;R;ORLADEYO 150MG GELU;2021-06-26;;;BIOCRYST;2021-08-20;2021-06-26;;;O;22.0;2021-06-26;100.0;;;2021-06-26;1.16;1.16;1.16;1.16;;;;;ORLADEYO 150MG GELU;;D;21;GELULE;64;ORAL(E);;;;B06AC06;BEROTRALSTAT;B06D;MEDICAMENTS CONTRE L'ANGIOEDEME HEREDITAIRE;N;N;N;N;N
9000617;R;PEMAZYRE 4,5MG CPR;2021-03-31;;;INCYTE BIOSCIENCES FRANCE;2021-08-01;2021-03-31;;;O;22.0;2021-03-31;100.0;;;2021-03-31;1.16;1.16;1.16;1.16;;;;;PEMAZYRE 4,5MG CPR;;D;15;COMPRIME;64;NE PAS ECRASER ORAL(E);;;;L01EN02;PEMIGATINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9000624;R;PEMAZYRE 13,5MG CPR;2021-03-31;;;INCYTE BIOSCIENCES FRANCE;2021-08-01;2021-03-31;;;O;22.0;2021-03-31;100.0;;;2021-03-31;1.16;1.16;1.16;1.16;;;;;PEMAZYRE 13,5MG CPR;;D;15;COMPRIME;64;NE PAS ECRASER ORAL(E);;;;L01EN02;PEMIGATINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9000625;R;PEMAZYRE 9MG CPR;2021-03-31;;;INCYTE BIOSCIENCES FRANCE;2021-08-01;2021-03-31;;;O;22.0;2021-03-31;100.0;;;2021-03-31;1.16;1.16;1.16;1.16;;;;;PEMAZYRE 9MG CPR;;D;15;COMPRIME;64;NE PAS ECRASER ORAL(E);;;;L01EN02;PEMIGATINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9000652;R;AYVAKYT 100MG CPR;2020-09-21;;;PHARMA BLUE;2021-08-01;2020-09-21;;;O;22.0;2020-09-21;100.0;;;2020-09-21;1.16;1.16;1.16;1.16;;;;;AYVAKYT 100MG CPR;;D;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;L01EX18;AVAPRITINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9000657;T;DARZALEX 1800MG INJ FV15ML;2021-03-03;;;JANSSEN-CILAG;2021-04-14;2021-03-03;4368.0;4459.73;;;;;;;2021-03-03;1.16;1.16;1.16;1.16;2021-03-03;;2021-03-03;;DARZALEX 1800MG INJ FV15ML;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01FC01;DARATUMUMAB;L01G9;AUTRES ANTICANCEREUX ANTICORPS MONOCLONAUX;N;O;N;N;N
9000663;R;IDELVION 3500UI INJ F+F +D+N;2021-01-21;;;CSL BEHRING S.A.;2021-01-20;2021-01-21;5985.0;6110.69;N;22.0;2021-01-21;100.0;;;2021-01-21;1.16;1.16;1.16;1.16;;;;;IDELVION 3500UI INJ F+F +D+N;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;N;N;N;N;N
9001161;T;INTRATECT 50 G/L solution pour perfusion en flacon de 50 ml;2021-02-01;;;BIOTEST AG;2021-03-01;2021-02-01;137.5;140.39;;;;;;;2021-02-01;1.16;1.16;1.16;1.16;2021-02-01;;2021-02-01;;INTRATECT 50 G/L solution pour perfusion en flacon de 50 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;N;N;N;N
9001172;R;FINTEPLA 2,2MG/ML 120ML+S3ML;2021-06-24;;;PHARMA BLUE;2021-08-01;2021-06-24;;;O;22.0;2021-06-24;100.0;;;2021-06-24;1.16;1.16;1.16;1.16;;;;;FINTEPLA 2,2MG/ML 120ML+S3ML;;D;48;SOLUTION;292;SOLUTION BUVABLE;;;;N03AX26;FENFLURAMINE;N03A;ANTIEPILEPTIQUE;N;O;N;N;N
9001173;R;FINTEPLA 2,2MG/ML F60ML+S3ML;2021-06-24;;;PHARMA BLUE;2021-06-24;2021-06-24;;;O;22.0;2021-06-24;100.0;;;2021-06-24;1.16;1.16;1.16;1.16;;;;;FINTEPLA 2,2MG/ML F60ML+S3ML;;D;48;SOLUTION;292;SOLUTION BUVABLE;;;;N03AX26;FENFLURAMINE;N03A;ANTIEPILEPTIQUE;N;O;N;N;N
9001174;R;FINTEPLA 2,2MG/ML 360ML+S6ML;2021-06-24;;;PHARMA BLUE;2021-06-24;2021-06-24;;;O;22.0;2021-06-24;100.0;;;2021-06-24;1.16;1.16;1.16;1.16;;;;;FINTEPLA 2,2MG/ML 360ML+S6ML;;D;48;SOLUTION;292;SOLUTION BUVABLE;;;;N03AX26;FENFLURAMINE;N03A;ANTIEPILEPTIQUE;N;O;N;N;N
9001179;R;RISDIPLAM RCH 0,75MG/ML BUV F;2021-04-06;;;ROCHE;2021-05-04;2021-04-06;;;O;22.0;2021-04-06;100.0;;;2021-04-06;1.16;1.16;1.16;1.16;;;;;RISDIPLAM RCH 0,75MG/ML BUV F;;D;44;POUDRE;399;POUDRE ORALE;;;;M09AX10;RISDIPLAM;N07X;AUTRES MEDICAMENTS DU SNC;N;N;N;N;N
9001191;R;PEMIGATINIB ITB 13,5MG CPR;2021-03-20;2021-03-30;RADIATION;INCYTE BIOSCIENCES FRANCE;2021-06-02;2021-03-20;;;O;22.0;2021-03-20;100.0;;;2021-03-20;1.16;1.16;1.16;1.16;;;;;PEMIGATINIB ITB 13,5MG CPR;;D;15;COMPRIME;64;ORAL(E);;;;L01EN02;PEMIGATINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9001192;R;PEMIGATINIB ITB 4,5MG CPR;2021-03-20;2021-03-30;RADIATION;INCYTE BIOSCIENCES FRANCE;2021-06-02;2021-03-20;;;O;22.0;2021-03-20;100.0;;;2021-03-20;1.16;1.16;1.16;1.16;;;;;PEMIGATINIB ITB 4,5MG CPR;;D;15;COMPRIME;64;ORAL(E);;;;L01EN02;PEMIGATINIB;L01H9;AUTRES ANTICANCEREUX INHIBITEURS DE PROTEINE KINASE;N;N;N;N;N
9145332;R;FARMORUBICINE 10 mg lyophilisat pour usage parentÇral;2005-12-31;2021-09-28;RADIATION;PFIZER;2021-09-28;2021-04-01;8.1;8.27;N;22.0;2005-12-31;100.0;2007-02-03;;2005-12-31;1.16;1.16;1.16;1.16;;;;;FARMORUBICINE 10 mg lyophilisat pour usage parentÇral;;D;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9168014;T;LEUSTATINE 10 mg/10ml solution injectable pour perfusion en flacon;2005-05-11;;;JANSSEN-CILAG SA;2021-09-28;2005-05-11;230.0;234.83;;;;;;;2005-05-21;1.16;1.16;1.16;1.16;2005-05-11;;2005-05-11;;LEUSTATINE 10 mg/10ml solution injectable pour perfusion en flacon;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01BB04;CLADRIBINE;L01B;ANTIMETABOLITES;N;O;N;O;N
9170169;R;FACTEUR VII LFB 500 UI/20 ml poudre et solvant pour solution injectable;2004-12-27;;;LFB-BIOMEDICAMENTS;2009-04-29;2010-01-01;660.0;673.86;N;22.0;2004-12-27;100.0;;;2005-05-21;1.16;1.16;1.16;1.16;;;;;FACTEUR VII LFB 500 UI/20 ml poudre et solvant pour solution injectable;;S;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD05;FACTEUR VII DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9170169;T;FACTEUR VII LFB 500 UI/20 ml poudre et solvant pour solution injectable;2005-05-11;;;LFB-BIOMEDICAMENTS;2009-04-29;2005-05-11;660.0;673.86;;;;;;;2005-05-21;1.16;1.16;1.16;1.16;2005-05-11;;2005-05-11;;FACTEUR VII LFB 500 UI/20 ml poudre et solvant pour solution injectable;;S;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD05;FACTEUR VII DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9170175;R;HEMOLEVEN 1000 UI/10 ml poudre et solvant pour solution injectable;2004-12-27;;;LFB-BIOMEDICAMENTS;2019-12-18;2019-12-20;9200.0;9393.2;N;22.0;2004-12-27;100.0;;;2005-05-21;1.16;1.16;1.16;1.16;;;;;HEMOLEVEN 1000 UI/10 ml poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD;FACTEURS DE LA COAGULATION SANGUINE;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9170175;T;HEMOLEVEN 1000 UI/10 ml poudre et solvant pour solution injectable;2005-05-11;;;LFB-BIOMEDICAMENTS;2019-12-18;2019-12-20;9200.0;9393.2;;;;;;;2005-05-21;1.16;1.16;1.16;1.16;2005-05-11;;2005-05-11;;HEMOLEVEN 1000 UI/10 ml poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD;FACTEURS DE LA COAGULATION SANGUINE;B02D9;AUTRES FRACTIONS SANGUINES;N;O;N;N;N
9170442;R;KASKADIL poudre et solvant pour solution injectable (10 ml);2004-12-27;;;LFB-BIOMEDICAMENTS;2017-06-13;2017-07-01;100.0;102.1;N;22.0;2004-12-27;100.0;;;2005-05-21;1.16;1.16;1.16;1.16;;;;;KASKADIL poudre et solvant pour solution injectable (10 ml);;S;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9149063;R;CISPLATINE DAKOTA PHARM 10 mg lyophilisat pour usage parentÇral en flacon;2005-05-11;2021-09-28;RADIATION;DAKOTA PHARM;2021-09-28;2010-01-01;1.6;1.63;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;CISPLATINE DAKOTA PHARM 10 mg lyophilisat pour usage parentÇral en flacon;;S;44;POUDRE;522;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01XA01;CISPLATINE;L01X2;HORS D'USAGE;N;O;N;O;O
9149086;R;CISPLATINE DAKOTA PHARM 10 mg/20 ml solution injectable pour perfusion en flacon;2005-05-11;;;SANOFI AVENTIS FRANCE;2009-04-29;2010-01-01;1.3;1.33;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;CISPLATINE DAKOTA PHARM 10 mg/20 ml solution injectable pour perfusion en flacon;;S;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA01;CISPLATINE;L01X2;HORS D'USAGE;N;O;N;O;O
9149092;R;CISPLATINE DAKOTA PHARM 25 mg lyophilisat pour usage parentÇral en flacon;2005-05-11;2021-09-28;RADIATION;DAKOTA PHARM;2021-09-28;2010-01-01;2.7;2.76;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;CISPLATINE DAKOTA PHARM 25 mg lyophilisat pour usage parentÇral en flacon;;S;44;POUDRE;522;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01XA01;CISPLATINE;L01X2;HORS D'USAGE;N;O;N;O;O
9149100;R;CISPLATINE DAKOTA PHARM 25 mg/50 ml solution injectable pour perfusion en flacon;2005-05-11;;;SANOFI AVENTIS FRANCE;2009-04-29;2010-01-01;2.3;2.35;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;CISPLATINE DAKOTA PHARM 25 mg/50 ml solution injectable pour perfusion en flacon;;S;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA01;CISPLATINE;L01X2;HORS D'USAGE;N;O;N;O;O
9149117;R;CISPLATINE DAKOTA PHARM 50 mg lyophilisat pour usage parentÇral en flacon;2005-05-11;2021-09-28;RADIATION;DAKOTA PHARM;2021-09-28;2010-01-01;4.5;4.59;N;22.0;2005-05-11;100.0;2007-02-03;;2005-05-21;1.16;1.16;1.16;1.16;;;;;CISPLATINE DAKOTA PHARM 50 mg lyophilisat pour usage parentÇral en flacon;;S;44;POUDRE;522;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01XA01;CISPLATINE;L01X2;HORS D'USAGE;N;O;N;O;O
